case_id,passed,score,retrieval_relevance,summary_faithfulness,policy_actionability,safety,deployment,hard_blockers,interpreter_accuracy,retriever_relevance,summarizer_faithfulness,evaluator_validity,critic_risk_detection,improver_actionability,agent_handoff,fault_and_logging,performance,total_duration_ms,error_code
TC-14,True,86.6,0.4444,0.7878,1.0,True,"조건부 배포 가능, 개선 후 재검증",,13.1,6.7,11.8,10.0,10.0,15.0,10.0,5.0,5.0,42780.82,
TC-15,True,100.0,1.0,1.0,1.0,True,배포 가능,,15.0,15.0,15.0,10.0,10.0,15.0,10.0,5.0,5.0,907.33,NO_MATCHING_VOC
